title,singer,music_director,actor,genre,language,movie_name,album,year,duration_seconds,audio_file_path,moods
Pulkoottil Vazhunna,K.J.Yesudas,,,Malayalam,Malayalam,,,,,songs/kjyesudas_pulkoottil_vazhunna.mp3,feel good
Malayalam Full Movie 2013,7Aum Arivu,,,Malayalam,Malayalam,,,,,songs/7aum_arivu_malayalam_full_movie_2013.mp3,feel good
Aethu Kari Raavilum,"Gopi Sundar, Haricharan & Vijay Yesudas",,,Malayalam,Malayalam,,,,,songs/gopi_sundar_haricharan_vijay_yesudas_aethu_kari_raavilum.mp3,feel good
Ajitha Hare,Gowry Lekshmi,,,Malayalam,Malayalam,,Rathnamala,,174,songs/gowry_lekshmi_ajitha_hare.mp3,feel good
Cherukadhapole,Rex Vijayan,,,Malayalam,Malayalam,,Sudani from Nigeria,,234,songs/rex_vijayan_cherukadhapole.mp3,feel good
Ithale Nee,Najim Arshad,,,Malayalam,Malayalam,,Hi Nanna (Original Motion Picture Soundtrack),,210,songs/najim_arshad_ithale_nee.mp3,romantic
Piravi,Vaikom Vijayalakshmi,,,Malayalam,Malayalam,,Masss (Original Motion Picture Soundtrack),,276,songs/vaikom_vijayalakshmi_piravi.mp3,feel good
Undu Saghi,K. G. Markose,,,Malayalam,Malayalam,,"Jarad, Vol. 1 (Mappilappattukal)",,,songs/k_g_markose_undu_saghi.mp3,feel good
Aji Jhoro Jhoro Mukhoro,Mridula,,,Malayalam,Malayalam,,Praner Poray,,188,songs/mridula_aji_jhoro_jhoro_mukhoro.mp3,lonely
Chirimukilum - Female Version,Haritha Balakrishnan,,,Malayalam,Malayalam,,,,,songs/haritha_balakrishnan_chirimukilum_female_version.mp3,feel good
Kannaamoochchi (from the Film 'Kandukondein Kandukondein'),KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_kannaamoochchi_from_the_film_kandukondein_kandukondein.mp3,romantic
Cheerapoovukal,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_cheerapoovukal.mp3,romantic
Olichirikkan,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_olichirikkan.mp3,romantic
Premashilpi,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_premashilpi.mp3,romantic
Oru Naal Mattum,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_oru_naal_mattum.mp3,romantic
Rajahamsame,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_rajahamsame.mp3,romantic
PularkaalaSundara,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_pularkaalasundara.mp3,romantic
Poomaname,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_poomaname.mp3,romantic
Thalolampaithal,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_thalolampaithal.mp3,romantic
Neelakkurinjikal,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_neelakkurinjikal.mp3,romantic
Vaa Veliye,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_vaa_veliye.mp3,romantic
Vaishakhasandhye,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_vaishakhasandhye.mp3,romantic
Kunnimani Cheppu,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_kunnimani_cheppu.mp3,romantic
Etho Vaarmukilin female Version,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_etho_vaarmukilin_female_version.mp3,romantic
Othiri Othiri Othiri Swapnangal,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_othiri_othiri_othiri_swapnangal.mp3,romantic
Vaa Veliye (feat. S.P. Balasubramaniyam),KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_vaa_veliye_feat_sp_balasubramaniyam.mp3,devotional
Raappadithan,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_raappadithan.mp3,romantic
Aayiram Kannumayi F,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_aayiram_kannumayi_f.mp3,romantic
Oru Pooncholai feat. S.P.Balasubramaniyam Vaadhyaar Veettu Pillai OST,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_oru_pooncholai_feat_spbalasubramaniyam_vaadhyaar_veettu_pill.mp3,devotional
Kunnimanichepputhurannu,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_kunnimanichepputhurannu.mp3,romantic
Ilavayil Viralukalaai,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_ilavayil_viralukalaai.mp3,romantic
Manjal Prasadavum,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_manjal_prasadavum.mp3,sad
Kannaadikkayyil,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_kannaadikkayyil.mp3,romantic
Kannaam Thumpee,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_kannaam_thumpee.mp3,romantic
Poonthen,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_poonthen.mp3,romantic
Evergreen Film Song | Ammoomakkili Vayadi | Chandralekha | Malayalam film song.,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_evergreen_film_song_ammoomakkili_vayadi_chandralekha_malayal.mp3,romantic
Palapoove,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_palapoove.mp3,romantic
Thiruvaranmula Krishna,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_thiruvaranmula_krishna.mp3,devotional
Olichirikyan,KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_olichirikyan.mp3,romantic
Mele Vinnin Muttathaare (F),KS Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_mele_vinnin_muttathaare_f.mp3,romantic
"Mai Koi Banjara (Language: Hindi; Film: Khwab; Film Artists: Mithun Chakravarty, Yogeeta Bali)",Yesudas,,,Malayalam,Malayalam,,,,,songs/yesudas_mai_koi_banjara_language_hindi_film_khwab_film_artists_mithu.mp3,romantic
Man Mohini,Yesudas,,,Malayalam,Malayalam,,Yesudas / Sitaron Mein Tu,,279,songs/yesudas_man_mohini.mp3,romantic
Tu Jaan Hai,Yesudas,,,Malayalam,Malayalam,,Yesudas / Sitaron Mein Tu,,286,songs/yesudas_tu_jaan_hai.mp3,romantic
Harivarasanam,Yesudas,,,Malayalam,Malayalam,,Shabarimalayilthankasooryodhayam,,284,songs/yesudas_harivarasanam.mp3,romantic
Vaachalam,Yesudas,,,Malayalam,Malayalam,,Koodum Thedi,,225,songs/yesudas_vaachalam.mp3,romantic
Ishq Mushq,Yesudas,,,Malayalam,Malayalam,,Yesudas / Sitaron Mein Tu,,414,songs/yesudas_ishq_mushq.mp3,romantic
Unnikale Oru Kadha Parayaam,Yesudas,,,Malayalam,Malayalam,,Unnikale Oru Kadha Parayam,,261,songs/yesudas_unnikale_oru_kadha_parayaam.mp3,romantic
Surmayee Ankhiyon Mein,Yesudas,,,Malayalam,Malayalam,,,,,songs/yesudas_surmayee_ankhiyon_mein.mp3,romantic
Gori Tera Gaon,Yesudas,,,Malayalam,Malayalam,,The Golden Collection,,305,songs/yesudas_gori_tera_gaon.mp3,romantic
padam namukku padam,Yesudas,,,Malayalam,Malayalam,,,,,songs/yesudas_padam_namukku_padam.mp3,romantic
Gori Tera Gaon Bada Pyara,Yesudas,,,Malayalam,Malayalam,,Solid Gold: A Treasure Trove Of Masterpieces,,,songs/yesudas_gori_tera_gaon_bada_pyara.mp3,romantic
Chamak Cham Cham,Yesudas,,,Malayalam,Malayalam,,Yesudas / Sitaron Mein Tu,,332,songs/yesudas_chamak_cham_cham.mp3,romantic
Neermizhipoovil,Yesudas,,,Malayalam,Malayalam,,Vachanam,,278,songs/yesudas_neermizhipoovil.mp3,romantic
Penninte Chenchundil,Yesudas,,,Malayalam,Malayalam,,Guruji Oru Vakku,,242,songs/yesudas_penninte_chenchundil.mp3,romantic
Chandanalepa,Yesudas,,,Malayalam,Malayalam,,Oru Vadakkan Veeragadha,,248,songs/yesudas_chandanalepa.mp3,romantic
Devanganangal,Yesudas,,,Malayalam,Malayalam,,,,416,songs/yesudas_devanganangal.mp3,devotional
Jab Deep Jale Aana,Yesudas,,,Malayalam,Malayalam,,The Golden Collection,,,songs/yesudas_jab_deep_jale_aana.mp3,romantic
Chand Jaise Mukhde Pe,Yesudas,,,Malayalam,Malayalam,,The Golden Collection,,,songs/yesudas_chand_jaise_mukhde_pe.mp3,romantic
aaj se pehle,Yesudas,,,Malayalam,Malayalam,,The Golden Collection,,307,songs/yesudas_aaj_se_pehle.mp3,romantic
Iru Hridhayangalilonnal,Yesudas,,,Malayalam,Malayalam,,,,,songs/yesudas_iru_hridhayangalilonnal.mp3,romantic
Kannamthaliyum,Yesudas,,,Malayalam,Malayalam,,,,,songs/yesudas_kannamthaliyum.mp3,romantic
Vellarappoomala Mele,Yesudas,,,Malayalam,Malayalam,,Varavelpu,,256,songs/yesudas_vellarappoomala_mele.mp3,romantic
Omane Neeyoromal,Yesudas,,,Malayalam,Malayalam,,Gaanamela,,317,songs/yesudas_omane_neeyoromal.mp3,romantic
Dil Ke Tukde Tukde Karke,Yesudas,,,Malayalam,Malayalam,,The Golden Collection,,,songs/yesudas_dil_ke_tukde_tukde_karke.mp3,romantic
Indhulekha Kan Thurannu,Yesudas,,,Malayalam,Malayalam,,Oru Vadakkan Veeragadha,,245,songs/yesudas_indhulekha_kan_thurannu.mp3,romantic
Ka Karoon Sajani Aaye Na Balam,Yesudas,,,Malayalam,Malayalam,,Golden Collection,,,songs/yesudas_ka_karoon_sajani_aaye_na_balam.mp3,romantic
Mana Ho Tum Behad Haseen,Yesudas,,,Malayalam,Malayalam,,Golden Collection,,,songs/yesudas_mana_ho_tum_behad_haseen.mp3,romantic
Kahan Se Aaye Badra,Yesudas,,,Malayalam,Malayalam,,The Golden Collection,,,songs/yesudas_kahan_se_aaye_badra.mp3,romantic
Melleyen Kanni,Yesudas,,,Malayalam,Malayalam,,,,273,songs/yesudas_melleyen_kanni.mp3,romantic
Malare,Vijay Yesudas,,,Malayalam,Malayalam,,Premam,,316,songs/vijay_yesudas_malare.mp3,romantic
Etho Mazhayil,Vijay Yesudas,,,Malayalam,Malayalam,,,,218,songs/vijay_yesudas_etho_mazhayil.mp3,romantic
Evare,Vijay Yesudas,,,Malayalam,Malayalam,,Premam,,309,songs/vijay_yesudas_evare.mp3,romantic
Kaadhal Vaithu,Vijay Yesudas,,,Malayalam,Malayalam,,Deepavali (Original Motion Picture Soundtrack),,309,songs/vijay_yesudas_kaadhal_vaithu.mp3,romantic
Neeyam Thanalinu (Duet),Vijay Yesudas,,,Malayalam,Malayalam,,,,329,songs/vijay_yesudas_neeyam_thanalinu_duet.mp3,romantic
Oru Madhura Kinavin - Retro Mix,Vijay Yesudas,,,Malayalam,Malayalam,,,,,songs/vijay_yesudas_oru_madhura_kinavin_retro_mix.mp3,romantic
"Uyirin Naadhane - From ""Joseph""",Vijay Yesudas,,,Malayalam,Malayalam,,,,,songs/vijay_yesudas_uyirin_naadhane_from_joseph.mp3,romantic
"Thoomanju - From ""18am Padi""",Vijay Yesudas,,,Malayalam,Malayalam,,,,,songs/vijay_yesudas_thoomanju_from_18am_padi.mp3,romantic
Hemanthamen,Vijay Yesudas,,,Malayalam,Malayalam,,Kohinoor,,258,songs/vijay_yesudas_hemanthamen.mp3,romantic
Sahana,Vijay Yesudas,,,Malayalam,Malayalam,,,,,songs/vijay_yesudas_sahana.mp3,romantic
Malare Unplugged,Vijay Yesudas,,,Malayalam,Malayalam,,,,,songs/vijay_yesudas_malare_unplugged.mp3,romantic
Poomuthole,Vijay Yesudas,,,Malayalam,Malayalam,,Joseph,,290,songs/vijay_yesudas_poomuthole.mp3,romantic
Alliyambal - Remix Version,Vijay Yesudas,,,Malayalam,Malayalam,,,,,songs/vijay_yesudas_alliyambal_remix_version.mp3,romantic
Omane,Vijay Yesudas,,,Malayalam,Malayalam,,The Goat Life - Aadujeevitham (Original Motion Picture Soundtrack),,358,songs/vijay_yesudas_omane.mp3,romantic
Hridayathin,Vijay Yesudas,,,Malayalam,Malayalam,,100 Days of Love (Original Motion Picture Soundtrack),,278,songs/vijay_yesudas_hridayathin.mp3,romantic
"Rangu Rangamma (From ""Bheema"")",Vijay Yesudas,,,Malayalam,Malayalam,,Hits of Swarnalatha and Anuradha Sriram,,364,songs/vijay_yesudas_rangu_rangamma_from_bheema.mp3,romantic
Maangalyam,Vijay Yesudas,,,Malayalam,Malayalam,,,,234,songs/vijay_yesudas_maangalyam.mp3,romantic
"Thavani Pootta (From ""Sandakozhi"")",Vijay Yesudas,,,Malayalam,Malayalam,,Valentine's Day Special 2015,,263,songs/vijay_yesudas_thavani_pootta_from_sandakozhi.mp3,romantic
Pularoli,Vijay Yesudas,,,Malayalam,Malayalam,,Bhaskar the Rascal,,244,songs/vijay_yesudas_pularoli.mp3,romantic
Njan Chendena,Vijay Yesudas,,,Malayalam,Malayalam,,,,332,songs/vijay_yesudas_njan_chendena.mp3,romantic
Silu Silu,Vijay Yesudas,,,Malayalam,Malayalam,,Vanamagan (Original Motion Picture Soundtrack),,319,songs/vijay_yesudas_silu_silu.mp3,romantic
Alliyambal-Remix,Vijay Yesudas,,,Malayalam,Malayalam,,Loudspeaker (Original Motion Picture Soundtrack) - EP,,239,songs/vijay_yesudas_alliyambal_remix.mp3,romantic
Avalum Naanum,Vijay Yesudas,,,Malayalam,Malayalam,,Achcham Yenbadhu Madamaiyada (Original Motion Picture Soundtrack),,254,songs/vijay_yesudas_avalum_naanum.mp3,romantic
Thavani Pootta,Vijay Yesudas,,,Malayalam,Malayalam,,Sandakozhi (Original Motion Picture Soundtrack),,263,songs/vijay_yesudas_thavani_pootta.mp3,romantic
Kannukkul Yedho,Vijay Yesudas,,,Malayalam,Malayalam,,Thiruvilayadal Arambam (Original Motion Picture Soundtrack),,254,songs/vijay_yesudas_kannukkul_yedho.mp3,romantic
Pacha Theeyanu Nee,Vijay Yesudas,,,Malayalam,Malayalam,,,,182,songs/vijay_yesudas_pacha_theeyanu_nee.mp3,romantic
Thodakkam Mangalyam,Vijay Yesudas,,,Malayalam,Malayalam,,,,232,songs/vijay_yesudas_thodakkam_mangalyam.mp3,romantic
Mazhakondu Mathram - Male Version,Vijay Yesudas,,,Malayalam,Malayalam,,,,,songs/vijay_yesudas_mazhakondu_mathram_male_version.mp3,romantic
Piriyadha Enna,Vijay Yesudas,,,Malayalam,Malayalam,,,,,songs/vijay_yesudas_piriyadha_enna.mp3,romantic
Gun-In Kadhal,Vijay Yesudas,,,Malayalam,Malayalam,,,,,songs/vijay_yesudas_gun_in_kadhal.mp3,sad
Cherathukal,Sithara Krishnakumar,,,Malayalam,Malayalam,,,,,songs/sithara_krishnakumar_cherathukal.mp3,romantic
Wow Song - Ponnin Kanikkonna,Sithara Krishnakumar,,,Malayalam,Malayalam,,Godha (Original Motion Picture Soundtrack),,253,songs/sithara_krishnakumar_wow_song_ponnin_kanikkonna.mp3,romantic
Moha Mundiri,Sithara Krishnakumar,,,Malayalam,Malayalam,,Madhuraraja (Original Motion Picture Soundtrack) - Single,,209,songs/sithara_krishnakumar_moha_mundiri.mp3,romantic
"Kadukumanikkoru Kannundu - From ""Kappela""",Sithara Krishnakumar,,,Malayalam,Malayalam,,,,,songs/sithara_krishnakumar_kadukumanikkoru_kannundu_from_kappela.mp3,romantic
Ponnin Kanikkonna - Wow Song,Sithara Krishnakumar,,,Malayalam,Malayalam,,,,,songs/sithara_krishnakumar_ponnin_kanikkonna_wow_song.mp3,romantic
Locked Out of Heaven,Bruno Mars,,,Rnb,English,,Unorthodox Jukebox,,233,songs/bruno_mars_locked_out_of_heaven.mp3,feel good
Love You Like a Love Song,Selena Gomez & the Scene,,,Love,English,,When the Sun Goes Down,,188,songs/selena_gomez_the_scene_love_you_like_a_love_song.mp3,romantic|party
Pink Pony Club,Chappell Roan,,,Synthpop,English,,Love Me Anyway,,258,songs/chappell_roan_pink_pony_club.mp3,feel good
The One That Got Away,Katy Perry,,,Katy Perry,English,,Teenage Dream,,227,songs/katy_perry_the_one_that_got_away.mp3,romantic|party
Toxic,Britney Spears,,,Dance,English,,In the Zone,,200,songs/britney_spears_toxic.mp3,party
Lush Life,Zara Larsson,,,Electropop,English,,Lush Life,,201,songs/zara_larsson_lush_life.mp3,feel good
All the Things She Said,t.A.T.u.,,,Dance,English,,200 km/h in the Wrong Lane,,214,songs/tatu_all_the_things_she_said.mp3,party
no tears left to cry,Ariana Grande,,,Dance,English,,Now 33,,223,songs/ariana_grande_no_tears_left_to_cry.mp3,party
Style,Taylor Swift,,,Synthpop,English,,1989,,231,songs/taylor_swift_style.mp3,feel good
Maneater,Nelly Furtado,,,Dance,English,,Loose,,267,songs/nelly_furtado_maneater.mp3,party
Judas,Lady Gaga,,,Dance,English,,Born This Way,,249,songs/lady_gaga_judas.mp3,party|gaming
Womanizer,Britney Spears,,,Dance,English,,Circus,,224,songs/britney_spears_womanizer.mp3,party
Last Friday Night (T.G.I.F.),Katy Perry,,,Dance,English,,Teenage Dream,,230,songs/katy_perry_last_friday_night_tgif.mp3,party
Telephone (feat. Beyoncé),Lady Gaga,,,English,English,,The Fame Monster,,221,songs/lady_gaga_telephone_feat_beyoncé.mp3,feel good
Oops!...I Did It Again,Britney Spears,,,Britney Spears,English,,Greatest Hits: My Prerogative,,211,songs/britney_spears_oopsi_did_it_again.mp3,party
Espresso,Sabrina Carpenter,,,Nu-Disco,English,,Espresso,,175,songs/sabrina_carpenter_espresso.mp3,feel good
Rock Your Body,Justin Timberlake,,,Dance,English,,Justified,,267,songs/justin_timberlake_rock_your_body.mp3,party
Gimme More,Britney Spears,,,Dance,English,,Blackout,,205,songs/britney_spears_gimme_more.mp3,party
"thank u, next",Ariana Grande,,,Rnb,English,,Haynes: In the Car… Pop Anthems Sing‐A‐Long,,207,songs/ariana_grande_thank_u_next.mp3,feel good
Paparazzi,Lady Gaga,,,Dance,English,,The Fame,,208,songs/lady_gaga_paparazzi.mp3,party
Promiscuous,Nelly Furtado,,,Dance,English,,Loose,,243,songs/nelly_furtado_promiscuous.mp3,party
Lovefool,The Cardigans,,,90S,English,,Best Of,,196,songs/the_cardigans_lovefool.mp3,nostalgic|romantic
Bad Romance,Lady Gaga,,,Dance,English,,The Fame Monster,,261,songs/lady_gaga_bad_romance.mp3,party
Call Me Maybe,Carly Rae Jepsen,,,Dance,English,,Call Me Maybe,,193,songs/carly_rae_jepsen_call_me_maybe.mp3,party
Say It Right,Nelly Furtado,,,Female Vocalists,English,,Ultimate R&B 2008 (Double Album),,223,songs/nelly_furtado_say_it_right.mp3,party
Unwritten,Natasha Bedingfield,,,Female Vocalists,English,,Unwritten,,255,songs/natasha_bedingfield_unwritten.mp3,party|happy
S&M,Rihanna,,,Dance,English,,Loud,,243,songs/rihanna_sm.mp3,party
Teenage Dream,Katy Perry,,,Katy Perry,English,,Teenage Dream,,230,songs/katy_perry_teenage_dream.mp3,party
Mirrors,Justin Timberlake,,,Epic,English,,The 20/20 Experience (Deluxe Version),,277,songs/justin_timberlake_mirrors.mp3,gaming
Pocketful of Sunshine,Natasha Bedingfield,,,Female Vocalists,English,,Pocketful of Sunshine,,203,songs/natasha_bedingfield_pocketful_of_sunshine.mp3,happy|party
Poker Face,Lady Gaga,,,Dance,English,,The Fame,,237,songs/lady_gaga_poker_face.mp3,party
...Baby One More Time,Britney Spears,,,90S,English,,Greatest Hits: My Prerogative,,210,songs/britney_spears_baby_one_more_time.mp3,nostalgic|party
Into You,Ariana Grande,,,Best Of 2016,English,,Dangerous Woman,,244,songs/ariana_grande_into_you.mp3,party
deja vu,Olivia Rodrigo,,,Pop Rock,English,,"Now That's What I Call Music, Vol. 79",,215,songs/olivia_rodrigo_deja_vu.mp3,feel good
Blank Space,Taylor Swift,,,Love At First Listen,English,,1989,,231,songs/taylor_swift_blank_space.mp3,feel good
The Sweet Escape,Gwen Stefani,,,Female Vocalists,English,,The Sweet Escape,,246,songs/gwen_stefani_the_sweet_escape.mp3,party
Only Girl (In the World),Rihanna,,,Dance,English,,Loud,,235,songs/rihanna_only_girl_in_the_world.mp3,party
Look What You Made Me Do,Taylor Swift,,,Electropop,English,,Look What You Made Me Do,,211,songs/taylor_swift_look_what_you_made_me_do.mp3,party
One More Night,Maroon 5,,,Maroon 5,English,,Overexposed,,221,songs/maroon_5_one_more_night.mp3,sleepy
Since U Been Gone,Kelly Clarkson,,,Female Vocalists,English,,Breakaway,,188,songs/kelly_clarkson_since_u_been_gone.mp3,lonely
Grenade,Bruno Mars,,,Rnb,English,,Doo-Wops & Hooligans,,222,songs/bruno_mars_grenade.mp3,sad
Beauty and a Beat,Justin Bieber,,,Dance,English,,Believe,,144,songs/justin_bieber_beauty_and_a_beat.mp3,party
The Winner Takes It All,ABBA,,,80S,English,,Gold: Greatest Hits,,295,songs/abba_the_winner_takes_it_all.mp3,nostalgic
Circus,Britney Spears,,,Dance,English,,Circus,,189,songs/britney_spears_circus.mp3,party
California Gurls (feat. Snoop Dogg),Katy Perry,,,English,English,,Teenage Dream,,235,songs/katy_perry_california_gurls_feat_snoop_dogg.mp3,feel good
Hot n Cold,Katy Perry,,,Dance,English,,One of the Boys,,220,songs/katy_perry_hot_n_cold.mp3,party
Billie Jean,Michael Jackson,,,80S,English,,Thriller 25 Super Deluxe Edition,,294,songs/michael_jackson_billie_jean.mp3,nostalgic|party
Guilty as Sin?,Taylor Swift,,,Best Of 2024,English,,THE TORTURED POETS DEPARTMENT,,254,songs/taylor_swift_guilty_as_sin.mp3,feel good
Just Dance,Lady Gaga,,,Dance,English,,The Fame,,97,songs/lady_gaga_just_dance.mp3,party
One Last Time,Ariana Grande,,,2014,English,,My Everything (Deluxe),,195,songs/ariana_grande_one_last_time.mp3,sad
Attention,Charlie Puth,,,2017,English,,Attention,,208,songs/charlie_puth_attention.mp3,feel good
Taste,Sabrina Carpenter,,,Pop Rock,English,,Short n' Sweet [Clean] [Clean],,157,songs/sabrina_carpenter_taste.mp3,feel good
Fortnight (feat. Post Malone),Taylor Swift,,,Best Of 2024,English,,The Tortured Poets Department (Webstore Exclusive),,228,songs/taylor_swift_fortnight_feat_post_malone.mp3,sad
This Love,Maroon 5,,,Rock,English,,Songs About Jane,,206,songs/maroon_5_this_love.mp3,romantic
Party in the U.S.A.,Miley Cyrus,,,Miley Cyrus,English,,The Time of Our Lives,,202,songs/miley_cyrus_party_in_the_usa.mp3,party
As It Was,Harry Styles,,,Rock And Roll Over,English,,Harry’s House,,165,songs/harry_styles_as_it_was.mp3,feel good
Just the Way You Are,Bruno Mars,,,Bruno Mars,English,,Doo-Wops & Hooligans,,217,songs/bruno_mars_just_the_way_you_are.mp3,romantic
Blow,Ke$ha,,,English,English,,Cannibal,,219,songs/keha_blow.mp3,feel good
Genie in a Bottle,Christina Aguilera,,,90S,English,,Christina Aguilera,,217,songs/christina_aguilera_genie_in_a_bottle.mp3,nostalgic|party
Side to Side,Ariana Grande,,,Reggae,English,,Side to Side,,,songs/ariana_grande_side_to_side.mp3,feel good
Sports car,Tate McRae,,,So Close To What,English,,So Close To What [Explicit],,165,songs/tate_mcrae_sports_car.mp3,party
Dark Horse,Katy Perry,,,Katy Perry,English,,PRISM,,215,songs/katy_perry_dark_horse.mp3,feel good
traitor,Olivia Rodrigo,,,Ballad,English,,Bored,,229,songs/olivia_rodrigo_traitor.mp3,feel good
Wildest Dreams,Taylor Swift,,,Dream Pop,English,,1989,,220,songs/taylor_swift_wildest_dreams.mp3,sleepy
When I Was Your Man,Bruno Mars,,,Piano,English,,Unorthodox Jukebox,,213,songs/bruno_mars_when_i_was_your_man.mp3,romantic
PILLOWTALK,ZAYN,,,Electronic,English,,,,,songs/zayn_pillowtalk.mp3,feel good
Maps,Maroon 5,,,2014,English,,V (Deluxe),,190,songs/maroon_5_maps.mp3,feel good
Adventure of a Lifetime,Coldplay,,,Rock,English,,A Head Full of Dreams,,263,songs/coldplay_adventure_of_a_lifetime.mp3,feel good
Payphone,Maroon 5,,,Maroon 5,English,,Overexposed,,222,songs/maroon_5_payphone.mp3,romantic
Call It What You Want,Taylor Swift,,,Electropop,English,,Call It What You Want,,207,songs/taylor_swift_call_it_what_you_want.mp3,feel good
Kiss Me,Sixpence None the Richer,,,90S,English,,Sixpence None the Richer,,198,songs/sixpence_none_the_richer_kiss_me.mp3,nostalgic|romantic
Never Be the Same,Camila Cabello,,,Camila,English,,Camila,,226,songs/camila_cabello_never_be_the_same.mp3,feel good
What Makes You Beautiful,One Direction,,,One Direction,English,,Up All Night,,198,songs/one_direction_what_makes_you_beautiful.mp3,feel good
Remember the Time,Michael Jackson,,,Michael Jackson,English,,The Essential Michael Jackson,,242,songs/michael_jackson_remember_the_time.mp3,nostalgic|party
Stitches,Shawn Mendes,,,Canadian,English,,Handwritten (Deluxe),,206,songs/shawn_mendes_stitches.mp3,feel good
Please Please Please,Sabrina Carpenter,,,Country Pop,English,,Please Please Please,,186,songs/sabrina_carpenter_please_please_please.mp3,feel good
Delicate,Taylor Swift,,,Electropop,English,,"Now That's What I Call Music, Vol. 67",,232,songs/taylor_swift_delicate.mp3,feel good
Manchild,Sabrina Carpenter,,,Rnb,English,,Manchild 7in,,213,songs/sabrina_carpenter_manchild.mp3,feel good
Hips Don't Lie (feat. Wyclef Jean),Shakira,,,Latin,English,,"Oral Fixation, Vols. 1 & 2 (With Bonus Videos)",,219,songs/shakira_hips_dont_lie_feat_wyclef_jean.mp3,party
We Found Love (feat. Calvin Harris),Rihanna,,,English,English,,Talk That Talk,,216,songs/rihanna_we_found_love_feat_calvin_harris.mp3,romantic
Disturbia,Rihanna,,,Dance,English,,Good Girl Gone Bad: Reloaded,,169,songs/rihanna_disturbia.mp3,party
Can't Get You Out of My Head,Kylie Minogue,,,Dance,English,,Fever,,229,songs/kylie_minogue_cant_get_you_out_of_my_head.mp3,party
Wide Awake,Katy Perry,,,Katy Perry,English,,Katy Perry - Teenage Dream: The Complete Confection,,219,songs/katy_perry_wide_awake.mp3,feel good
Beat It,Michael Jackson,,,80S,English,,The Essential Michael Jackson,,257,songs/michael_jackson_beat_it.mp3,nostalgic|party
I Kissed a Girl,Katy Perry,,,Female Vocalists,English,,One of the Boys,,180,songs/katy_perry_i_kissed_a_girl.mp3,party
Meet Me Halfway,Black Eyed Peas,,,Hip-Hop,English,,The E.N.D. (The Energy Never Dies),,228,songs/black_eyed_peas_meet_me_halfway.mp3,party
Sorry,Justin Bieber,,,Dancehall,English,,Sorry,,200,songs/justin_bieber_sorry.mp3,party
Just Give Me a Reason (feat. Nate Ruess),P!nk,,,P!Nk,English,,The Truth About Love (Deluxe Version),,242,songs/pnk_just_give_me_a_reason_feat_nate_ruess.mp3,feel good
Dynamite,BTS,,,Bts,English,,Dynamite - EP,,199,songs/bts_dynamite.mp3,party
E.T.,Katy Perry,,,Female Vocalists,English,,Teenage Dream,,206,songs/katy_perry_et.mp3,party
Abracadabra,Lady Gaga,,,Electropop,English,,MAYHEM,,222,songs/lady_gaga_abracadabra.mp3,party
Breakin' Dishes,Rihanna,,,Rnb,English,,Good Girl Gone Bad,,200,songs/rihanna_breakin_dishes.mp3,party
Alejandro,Lady Gaga,,,Lady Gaga,English,,The Fame Monster,,239,songs/lady_gaga_alejandro.mp3,party
Dangerous Woman,Ariana Grande,,,Rnb,English,,Dangerous Woman,,236,songs/ariana_grande_dangerous_woman.mp3,feel good
Down Bad,Taylor Swift,,,Synthpop,English,,THE TORTURED POETS DEPARTMENT,,261,songs/taylor_swift_down_bad.mp3,feel good
